Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000124194	0	0	0	0	1	0
ENSG00000124196	0	0	0	0	0	0
ENSG00000124201	136	199	167	110	160	137
ENSG00000124203	0	0	0	0	0	0
ENSG00000124205	0	0	0	0	0	0
ENSG00000124207	85	158	120	70	58	0
ENSG00000124208	10	12	19	6	13	19
ENSG00000124214	134	223	160	63	127	105
ENSG00000124215	0	0	0	0	0	0
ENSG00000124222	27	23	22	17	34	31
ENSG00000124225	1	5	7	1	12	4
ENSG00000124226	19	25	33	14	35	31
ENSG00000124227	0	1	0	0	0	0
ENSG00000124228	79	128	124	54	82	60
ENSG00000124232	0	0	0	0	1	0
ENSG00000124243	3	3	9	6	3	6
ENSG00000124256	0	0	0	0	1	0
ENSG00000124257	3	2	4	3	2	0
ENSG00000124260	0	0	0	0	0	0
ENSG00000124275	7	15	11	12	8	18
ENSG00000124279	2	0	3	1	1	3
ENSG00000124299	50	80	43	33	34	49
ENSG00000124302	8	14	5	4	6	9
ENSG00000124313	14	9	23	11	12	3
ENSG00000124333	13	29	15	17	19	27
ENSG00000124334	0	0	2	0	1	0
ENSG00000124356	19	33	31	17	20	18
ENSG00000124357	50	61	72	25	24	49
ENSG00000124370	0	2	0	0	0	1
ENSG00000124380	12	19	29	13	11	10
ENSG00000124383	12	18	19	11	3	4
ENSG00000124406	3	4	7	7	4	7
ENSG00000124422	93	148	122	74	144	102
ENSG00000124429	0	0	0	0	0	0
ENSG00000124440	6	4	10	7	10	5
ENSG00000124444	8	8	13	3	10	12
ENSG00000124449	0	0	0	0	0	0
ENSG00000124459	5	15	8	12	11	9
ENSG00000124467	0	0	1	0	0	0
ENSG00000124469	0	0	0	0	0	0
ENSG00000124486	0	0	45	11	58	17
ENSG00000124490	0	0	0	0	0	0
ENSG00000124491	0	0	0	0	0	0
ENSG00000124493	2	4	1	0	1	1
ENSG00000124496	41	69	61	21	34	29
ENSG00000124507	1	1	1	1	1	1
ENSG00000124508	17	16	13	8	10	18
ENSG00000124523	10	0	7	0	6	9
ENSG00000124532	14	17	21	8	19	17
ENSG00000124535	62	62	60	24	39	35
ENSG00000124541	0	0	1	0	0	0
ENSG00000124557	0	0	0	0	0	1
ENSG00000124562	27	32	7	25	18	14
ENSG00000124564	0	0	0	0	0	0
ENSG00000124568	0	0	0	0	0	0
ENSG00000124570	0	36	0	20	27	29
ENSG00000124571	3	7	1	2	5	0
ENSG00000124574	0	47	19	28	5	5
ENSG00000124575	4	4	5	4	5	10
ENSG00000124587	5	4	3	2	0	5
ENSG00000124588	8	19	13	1	5	11
ENSG00000124593	2	0	1	3	1	7
ENSG00000124596	3	13	8	4	14	10
ENSG00000124602	0	0	0	0	0	0
ENSG00000124610	1	3	1	0	1	1
ENSG00000124613	4	2	1	2	2	4
ENSG00000124615	32	40	29	23	24	26
ENSG00000124635	15	17	16	18	30	29
ENSG00000124641	0	3	2	0	1	3
ENSG00000124657	0	1	2	0	1	0
ENSG00000124664	0	0	0	0	0	0
ENSG00000124678	2	1	4	1	0	1
ENSG00000124688	19	28	29	16	16	23
ENSG00000124701	0	0	0	0	2	0
ENSG00000124702	49	51	27	14	46	43
ENSG00000124721	0	2	0	0	1	0
ENSG00000124731	0	0	0	0	0	0
ENSG00000124743	0	0	0	0	0	0
ENSG00000124749	1	0	0	1	2	0
ENSG00000124762	67	92	73	29	45	53
ENSG00000124772	0	0	0	1	0	0
ENSG00000124780	0	0	0	0	0	0
ENSG00000124782	45	115	141	13	73	54
ENSG00000124783	77	125	117	24	48	73
ENSG00000124784	5	0	10	0	7	6
ENSG00000124785	2	2	3	0	0	4
ENSG00000124786	13	32	30	8	22	22
ENSG00000124787	10	20	9	1	1	6
ENSG00000124788	55	67	62	36	38	45
ENSG00000124789	139	181	169	92	140	153
ENSG00000124795	76	103	12	46	63	59
ENSG00000124802	5	8	5	2	1	2
ENSG00000124812	0	0	0	0	0	0
ENSG00000124813	17	38	28	13	19	24
ENSG00000124818	0	0	0	0	0	0
ENSG00000124831	103	175	139	50	77	97
ENSG00000124839	0	0	0	0	0	0
ENSG00000124875	12	0	8	4	7	0
ENSG00000124900	0	0	0	0	0	0
ENSG00000124920	15	19	14	15	23	29
ENSG00000124942	1	11	6	3	8	2
ENSG00000125037	54	73	70	37	51	32
ENSG00000125046	0	1	1	1	2	0
ENSG00000125084	0	1	0	1	0	1
ENSG00000125089	0	3	4	0	2	4
ENSG00000125107	66	70	48	173	52	232
ENSG00000125122	2	2	1	1	2	3
ENSG00000125124	21	26	5	1	4	33
ENSG00000125144	5	2	4	2	3	2
ENSG00000125148	0	0	1	0	1	2
ENSG00000125149	13	11	18	7	9	9
ENSG00000125166	12	39	26	17	39	24
ENSG00000125170	13	17	22	8	15	12
ENSG00000125207	0	0	0	0	0	0
ENSG00000125245	0	0	0	0	0	3
ENSG00000125246	2	0	0	1	1	0
ENSG00000125247	15	11	8	1	7	10
ENSG00000125249	0	6	2	0	1	1
ENSG00000125257	9	10	11	4	4	7
ENSG00000125304	0	0	0	2	0	0
ENSG00000125319	6	8	5	6	11	9
ENSG00000125337	0	0	0	0	0	0
ENSG00000125347	29	29	28	13	28	21
ENSG00000125351	7	17	11	9	14	18
ENSG00000125354	4	17	15	7	14	13
ENSG00000125355	0	1	0	1	0	0
ENSG00000125363	0	0	0	0	0	0
ENSG00000125375	0	0	0	0	0	0
ENSG00000125378	36	39	38	15	25	23
ENSG00000125384	2	0	1	3	0	2
ENSG00000125386	45	85	75	48	68	71
ENSG00000125388	2	1	3	3	3	0
ENSG00000125409	0	0	0	0	0	1
ENSG00000125414	0	0	0	0	0	0
ENSG00000125430	8	5	6	1	2	2
ENSG00000125434	1	3	0	0	1	3
ENSG00000125445	40	50	59	47	13	47
ENSG00000125447	40	68	55	35	50	47
ENSG00000125449	0	2	4	0	5	1
ENSG00000125450	23	48	51	1	31	37
ENSG00000125454	8	16	12	4	4	5
ENSG00000125457	4	3	4	1	3	6
ENSG00000125458	6	0	8	1	1	0
ENSG00000125459	21	8	10	5	24	30
ENSG00000125462	0	0	0	0	0	0
ENSG00000125482	1	3	1	2	7	6
ENSG00000125484	1	0	0	3	1	0
ENSG00000125485	21	30	27	11	17	17
ENSG00000125492	0	0	0	0	0	0
ENSG00000125498	0	0	0	0	0	0
ENSG00000125503	51	76	45	69	47	69
ENSG00000125505	1	13	23	45	9	10
ENSG00000125508	0	0	0	0	0	0
ENSG00000125522	0	0	0	0	0	0
ENSG00000125531	0	0	1	0	0	1
ENSG00000125533	0	0	0	0	0	0
ENSG00000125534	0	31	24	0	4	4
ENSG00000125538	17	28	22	5	8	2
ENSG00000125551	0	0	0	0	1	0
ENSG00000125571	0	0	0	0	0	0
ENSG00000125611	3	8	4	8	8	10
ENSG00000125618	0	0	4	0	1	1
ENSG00000125629	7	17	13	2	7	4
ENSG00000125630	26	29	57	15	4	30
ENSG00000125633	16	0	39	0	38	52
ENSG00000125637	4	9	16	5	3	7
ENSG00000125648	13	25	20	41	49	39
ENSG00000125650	2	1	0	1	1	1
ENSG00000125651	71	69	69	66	21	113
ENSG00000125652	2	1	3	2	1	5
ENSG00000125656	27	18	24	13	21	26
ENSG00000125675	10	8	6	2	10	5
ENSG00000125676	63	117	78	51	61	73
ENSG00000125686	14	18	23	6	11	8
ENSG00000125691	145	275	244	160	219	201
ENSG00000125695	0	0	0	0	0	0
ENSG00000125703	6	7	6	2	5	9
ENSG00000125726	0	0	0	0	0	0
ENSG00000125730	3	4	1	7	14	5
ENSG00000125731	0	0	4	2	0	0
ENSG00000125733	65	80	86	13	59	60
ENSG00000125734	42	58	43	37	43	34
ENSG00000125735	0	0	0	0	0	0
ENSG00000125740	2	7	0	3	2	0
ENSG00000125741	3	3	6	4	9	6
ENSG00000125743	45	57	58	42	60	60
ENSG00000125744	10	10	5	0	4	5
ENSG00000125746	17	16	12	18	23	22
ENSG00000125753	5	8	11	4	10	3
ENSG00000125755	49	68	89	38	73	67
ENSG00000125772	1	3	1	1	3	4
ENSG00000125775	0	0	0	1	2	1
ENSG00000125779	15	28	29	14	16	16
ENSG00000125787	0	0	0	1	0	0
ENSG00000125798	1	0	1	1	2	6
ENSG00000125812	7	11	11	4	8	6
ENSG00000125813	0	0	0	0	0	0
ENSG00000125814	3	6	4	1	5	4
ENSG00000125815	0	0	0	0	0	0
ENSG00000125818	55	69	83	50	63	72
ENSG00000125821	20	24	13	9	16	19
ENSG00000125823	0	0	0	0	0	0
ENSG00000125826	31	64	51	38	50	45
ENSG00000125827	0	3	0	1	0	2
ENSG00000125831	0	0	0	0	0	0
ENSG00000125834	7	14	4	13	6	16
ENSG00000125835	154	201	206	93	115	125
ENSG00000125841	5	5	6	5	10	9
ENSG00000125843	4	1	1	2	3	2
ENSG00000125844	269	377	402	209	313	314
ENSG00000125846	10	12	8	10	14	17
ENSG00000125848	12	12	9	4	2	3
ENSG00000125851	0	0	0	0	0	0
ENSG00000125861	0	0	0	0	0	0
ENSG00000125863	9	15	16	8	11	15
ENSG00000125864	3	7	5	1	0	4
ENSG00000125868	71	110	101	38	52	67
ENSG00000125869	0	0	0	0	0	0
ENSG00000125870	20	36	34	19	23	28
ENSG00000125871	3	10	16	1	8	5
ENSG00000125875	24	34	42	11	18	18
ENSG00000125877	5	12	4	6	7	6
ENSG00000125878	3	3	1	3	1	3
ENSG00000125879	0	0	0	0	0	0
ENSG00000125885	18	43	28	21	37	36
ENSG00000125888	0	0	0	0	0	0
ENSG00000125895	1	1	6	3	0	1
ENSG00000125898	6	7	2	6	7	5
ENSG00000125900	0	0	0	0	0	0
ENSG00000125903	0	0	0	0	0	0
ENSG00000125912	74	37	90	25	33	66
ENSG00000125931	0	3	1	0	0	0
ENSG00000125944	56	70	75	26	35	34
ENSG00000125945	2	3	2	2	3	3
ENSG00000125952	39	48	43	27	47	43
ENSG00000125954	10	3	8	5	5	6
ENSG00000125962	6	11	15	9	10	7
ENSG00000125965	2	2	0	0	0	0
ENSG00000125967	16	16	16	9	14	13
ENSG00000125968	9	14	3	7	0	3
ENSG00000125970	43	70	57	58	80	43
ENSG00000125971	59	60	45	28	66	61
ENSG00000125975	0	0	0	0	0	0
ENSG00000125991	107	125	101	113	158	168
ENSG00000125995	10	7	12	8	9	13
ENSG00000125999	0	0	0	0	0	0
ENSG00000126001	8	15	6	14	34	16
ENSG00000126005	5	7	7	5	13	10
ENSG00000126012	177	251	234	122	149	176
ENSG00000126016	10	29	18	11	22	26
ENSG00000126067	0	5	3	2	9	1
ENSG00000126070	2	20	1	7	10	5
ENSG00000126088	24	37	43	38	51	41
ENSG00000126091	1	3	1	2	0	3
ENSG00000126106	6	0	7	0	6	2
ENSG00000126107	4	19	11	11	17	9
ENSG00000126214	81	99	106	46	68	63
ENSG00000126215	10	12	14	6	9	5
ENSG00000126216	20	15	12	16	16	9
ENSG00000126217	3	1	0	0	2	5
ENSG00000126218	1	11	2	0	0	3
ENSG00000126226	36	30	17	8	20	14
ENSG00000126231	0	0	0	0	0	0
ENSG00000126243	16	24	18	12	18	18
ENSG00000126246	0	0	2	0	2	1
ENSG00000126247	140	166	165	99	164	173
ENSG00000126249	0	0	0	1	0	0
ENSG00000126251	0	0	0	0	0	0
ENSG00000126254	95	117	82	74	10	76
ENSG00000126259	0	3	2	3	9	7
ENSG00000126261	10	71	56	23	13	24
ENSG00000126262	0	1	0	0	0	0
ENSG00000126264	0	1	0	2	1	0
ENSG00000126266	0	0	0	0	0	0
ENSG00000126267	15	23	25	19	24	31
ENSG00000126337	0	0	0	0	0	0
ENSG00000126351	25	35	27	23	27	37
ENSG00000126353	2	4	0	1	0	0
ENSG00000126391	2	15	11	12	18	11
ENSG00000126432	22	20	11	22	34	30
ENSG00000126453	20	28	36	12	17	18
ENSG00000126456	26	31	35	14	28	23
ENSG00000126457	117	143	151	77	131	122
ENSG00000126460	1	1	0	0	0	0
ENSG00000126461	11	6	3	0	6	1
ENSG00000126464	31	11	5	25	38	10
ENSG00000126467	0	0	0	0	0	0
ENSG00000126500	0	0	3	1	0	1
ENSG00000126524	34	52	66	38	50	31
ENSG00000126545	0	0	0	0	0	0
ENSG00000126549	0	0	0	0	0	0
ENSG00000126550	0	0	0	0	0	0
ENSG00000126561	19	31	19	10	16	18
ENSG00000126562	0	0	2	0	0	0
ENSG00000126581	10	25	21	18	23	21
ENSG00000126583	0	0	0	0	0	0
ENSG00000126602	69	6	56	31	19	56
ENSG00000126603	0	13	15	11	15	11
ENSG00000126653	28	12	42	2	11	13
ENSG00000126698	4	6	6	0	0	0
ENSG00000126705	46	53	50	31	34	42
ENSG00000126709	35	37	38	40	61	42
ENSG00000126733	0	1	1	1	0	0
ENSG00000126746	52	47	54	45	55	52
ENSG00000126749	9	4	3	5	13	4
ENSG00000126752	0	1	0	0	1	0
ENSG00000126756	1	15	1	13	0	3
ENSG00000126759	0	0	0	0	0	0
ENSG00000126767	28	36	39	14	22	23
ENSG00000126768	12	21	19	15	14	16
ENSG00000126773	34	68	53	27	25	38
ENSG00000126777	219	244	228	140	160	173
ENSG00000126778	3	0	5	0	1	2
ENSG00000126785	2	1	1	1	1	0
ENSG00000126787	3	21	3	11	29	20
ENSG00000126790	0	1	1	0	2	1
ENSG00000126803	83	136	144	42	57	56
ENSG00000126804	17	47	39	23	36	39
ENSG00000126814	2	4	1	0	1	1
ENSG00000126822	25	19	35	15	13	26
ENSG00000126838	0	0	0	0	0	0
ENSG00000126856	0	1	0	0	0	0
ENSG00000126858	28	44	39	17	23	29
ENSG00000126860	5	5	5	1	4	3
ENSG00000126870	8	6	7	4	6	1
ENSG00000126878	2	11	9	5	11	8
ENSG00000126882	1	1	2	0	1	0
ENSG00000126883	26	58	44	74	121	69
ENSG00000126890	0	0	0	0	0	0
ENSG00000126895	0	0	0	0	0	0
ENSG00000126903	33	42	35	17	19	26
ENSG00000126934	140	150	144	80	111	133
ENSG00000126952	0	0	0	0	0	0
ENSG00000126970	3	6	4	0	3	1
ENSG00000127022	174	265	224	104	194	178
ENSG00000127054	56	73	87	47	62	73
ENSG00000127074	0	0	0	0	0	0
ENSG00000127080	0	8	2	2	2	4
ENSG00000127081	3	6	8	6	13	22
ENSG00000127083	1	0	0	0	0	0
ENSG00000127084	0	0	0	2	0	0
ENSG00000127124	49	0	25	2	10	10
ENSG00000127125	11	22	17	9	7	2
ENSG00000127152	0	0	0	0	1	0
ENSG00000127184	28	40	39	21	40	47
ENSG00000127191	1	4	3	5	5	6
ENSG00000127220	4	10	3	1	7	12
ENSG00000127241	43	58	65	18	42	43
ENSG00000127249	0	0	0	0	0	0
ENSG00000127252	0	0	2	0	0	1
ENSG00000127311	4	7	14	6	3	9
ENSG00000127314	78	131	104	35	71	60
ENSG00000127324	0	0	0	0	0	0
ENSG00000127325	0	3	0	1	0	0
ENSG00000127328	8	20	11	8	11	3
ENSG00000127329	10	15	17	5	8	5
ENSG00000127334	42	57	69	20	34	26
ENSG00000127337	2	0	4	8	3	1
ENSG00000127362	0	0	0	0	2	2
ENSG00000127364	1	0	0	0	1	1
ENSG00000127366	0	0	0	0	0	0
ENSG00000127377	0	0	0	0	0	0
ENSG00000127399	3	3	8	1	5	5
ENSG00000127412	0	0	0	0	0	0
ENSG00000127415	1	2	0	3	5	3
ENSG00000127418	27	27	22	20	33	26
ENSG00000127419	6	29	24	10	18	28
ENSG00000127423	6	17	13	3	6	6
ENSG00000127445	28	27	37	16	23	33
ENSG00000127452	1	6	11	5	8	5
ENSG00000127463	81	142	58	74	101	1
ENSG00000127481	14	95	79	51	145	80
ENSG00000127483	35	82	36	44	34	44
ENSG00000127507	2	4	2	1	2	1
ENSG00000127511	111	106	134	72	86	114
ENSG00000127515	0	0	0	0	0	0
ENSG00000127526	12	3	8	7	20	23
ENSG00000127527	53	85	74	2	50	19
ENSG00000127528	12	22	27	9	14	13
ENSG00000127529	0	0	0	0	0	0
ENSG00000127530	0	0	0	0	0	0
ENSG00000127533	0	0	1	0	0	0
ENSG00000127540	11	14	16	10	20	14
ENSG00000127554	21	0	14	0	16	11
ENSG00000127561	0	2	1	1	1	2
ENSG00000127564	17	30	16	12	7	10
ENSG00000127580	19	3	22	16	37	8
ENSG00000127585	3	1	2	2	2	5
ENSG00000127586	23	10	0	14	26	33
ENSG00000127603	353	577	500	230	401	289
ENSG00000127616	150	244	208	31	201	183
ENSG00000127663	10	17	27	10	50	54
ENSG00000127666	59	56	79	21	47	44
ENSG00000127720	3	0	2	4	1	2
ENSG00000127774	14	16	12	8	15	19
ENSG00000127780	0	0	0	0	0	0
ENSG00000127804	1	0	5	2	3	4
ENSG00000127824	8	14	60	13	27	30
ENSG00000127831	0	0	0	0	0	0
ENSG00000127837	81	102	88	42	53	45
ENSG00000127838	19	14	28	10	17	16
ENSG00000127863	8	5	6	3	4	0
ENSG00000127870	43	51	61	30	33	24
ENSG00000127903	1	0	0	0	3	0
ENSG00000127914	89	174	133	70	125	95
ENSG00000127922	38	44	42	16	34	43
ENSG00000127928	0	0	0	0	0	0
ENSG00000127946	14	53	51	23	47	8
ENSG00000127947	15	12	4	39	2	57
ENSG00000127948	81	204	76	42	114	51
ENSG00000127951	0	0	1	0	0	0
ENSG00000127952	15	38	33	19	27	18
ENSG00000127954	0	2	0	0	0	1
ENSG00000127980	0	20	19	12	11	33
ENSG00000127989	3	7	13	5	1	3
ENSG00000127990	0	1	0	0	0	0
ENSG00000127993	7	13	10	4	3	14
ENSG00000127995	1	0	2	0	2	0
ENSG00000128000	0	2	1	0	2	2
ENSG00000128011	3	4	2	5	7	12
ENSG00000128016	0	0	2	0	0	0
ENSG00000128039	2	3	2	1	2	2
ENSG00000128040	0	0	0	0	0	0
ENSG00000128050	40	69	70	12	35	23
ENSG00000128059	15	21	23	15	11	13
ENSG00000128159	31	37	28	15	2	55
ENSG00000128165	8	8	11	6	8	6
ENSG00000128185	1	16	0	4	6	0
ENSG00000128191	12	20	26	13	23	25
ENSG00000128218	0	0	0	0	0	0
ENSG00000128242	0	1	0	0	0	4
ENSG00000128245	2	4	10	9	3	0
ENSG00000128250	0	0	0	0	0	0
ENSG00000128253	1	0	0	0	0	0
ENSG00000128268	1	2	2	0	0	1
ENSG00000128271	14	10	23	6	3	4
ENSG00000128272	258	382	379	160	261	232
ENSG00000128274	11	16	17	8	11	11
ENSG00000128276	0	0	1	0	0	0
ENSG00000128283	11	15	15	1	6	6
ENSG00000128284	9	14	14	6	16	9
ENSG00000128285	1	0	2	0	0	0
ENSG00000128294	25	37	33	12	16	16
ENSG00000128298	2	0	7	3	1	1
ENSG00000128309	47	53	52	45	56	60
ENSG00000128311	9	14	15	9	11	12
ENSG00000128313	0	0	0	0	0	0
ENSG00000128322	0	0	0	0	0	0
ENSG00000128335	30	51	32	19	38	30
ENSG00000128340	19	15	10	6	10	0
ENSG00000128342	4	1	0	2	1	4
ENSG00000128346	3	0	1	1	1	2
ENSG00000128383	0	0	0	0	0	0
ENSG00000128394	3	1	4	3	3	4
ENSG00000128422	0	1	0	0	0	0
ENSG00000128463	26	23	28	16	20	30
ENSG00000128482	0	0	0	0	1	0
ENSG00000128487	24	44	58	37	61	67
ENSG00000128510	4	0	3	0	2	0
ENSG00000128512	27	2	31	2	6	5
ENSG00000128513	0	14	10	2	8	1
ENSG00000128519	0	0	0	0	0	0
ENSG00000128524	2	9	2	21	5	1
ENSG00000128534	23	24	13	10	0	12
ENSG00000128536	0	1	0	1	0	1
ENSG00000128563	17	26	17	18	9	13
ENSG00000128564	1	1	2	0	3	2
ENSG00000128567	11	10	12	0	12	4
ENSG00000128573	6	7	8	4	4	6
ENSG00000128578	0	18	13	2	8	0
ENSG00000128581	9	6	4	7	5	7
ENSG00000128585	40	31	79	30	41	6
ENSG00000128591	639	737	717	376	569	567
ENSG00000128594	0	0	1	0	0	0
ENSG00000128595	60	121	92	142	72	203
ENSG00000128596	13	10	16	9	8	43
ENSG00000128602	4	0	0	1	2	2
ENSG00000128604	4	7	4	1	6	7
ENSG00000128606	1	2	2	0	1	1
ENSG00000128607	5	6	7	4	3	4
ENSG00000128609	4	14	9	2	5	4
ENSG00000128610	0	0	0	0	0	0
ENSG00000128617	1	3	2	0	2	3
ENSG00000128626	12	16	16	10	10	14
ENSG00000128641	137	172	174	61	100	76
ENSG00000128652	1	0	0	0	0	1
ENSG00000128654	10	6	23	15	10	19
ENSG00000128655	1	0	0	1	0	0
ENSG00000128656	5	20	14	10	25	2
ENSG00000128683	0	0	1	0	0	0
ENSG00000128694	2	1	1	3	4	3
ENSG00000128699	8	15	15	8	11	13
ENSG00000128708	3	1	1	3	1	4
ENSG00000128710	5	7	9	4	11	12
ENSG00000128731	1	1	0	0	0	0
ENSG00000128739	51	31	45	32	35	47
ENSG00000128789	14	3	37	24	37	31
ENSG00000128791	9	10	10	2	11	2
ENSG00000128805	20	16	19	9	17	10
ENSG00000128815	0	2	0	0	0	1
ENSG00000128829	15	92	104	25	67	84
ENSG00000128833	0	0	0	0	2	1
ENSG00000128849	19	24	24	12	14	23
ENSG00000128872	0	5	4	0	0	6
ENSG00000128881	26	8	4	7	5	9
ENSG00000128886	0	2	0	0	1	0
ENSG00000128891	11	10	8	3	9	7
ENSG00000128908	26	30	29	17	34	23
ENSG00000128915	3	8	6	2	5	5
ENSG00000128918	1	4	3	4	8	0
ENSG00000128923	12	18	7	7	2	8
ENSG00000128928	0	5	5	2	3	2
ENSG00000128944	27	18	25	13	16	24
ENSG00000128951	15	27	21	13	27	31
ENSG00000128965	10	12	11	6	1	3
ENSG00000128973	8	19	17	22	7	16
ENSG00000128989	33	36	29	15	33	22
ENSG00000129003	61	142	115	8	99	25
ENSG00000129007	1	0	0	0	1	3
ENSG00000129009	7	13	14	2	3	3
ENSG00000129028	0	0	1	0	0	0
ENSG00000129038	5	3	1	0	0	0
ENSG00000129048	1	0	0	0	1	0
ENSG00000129055	11	10	11	7	15	4
ENSG00000129071	38	63	48	15	33	23
ENSG00000129083	197	331	290	126	209	206
ENSG00000129084	54	79	73	32	45	47
ENSG00000129103	5	7	6	3	12	0
ENSG00000129116	31	18	8	7	0	12
ENSG00000129151	0	0	0	0	0	0
ENSG00000129158	1	6	5	1	4	8
ENSG00000129159	1	0	0	1	0	0
ENSG00000129167	0	0	0	0	0	0
ENSG00000129173	6	9	5	3	5	6
ENSG00000129187	29	35	43	25	29	39
ENSG00000129194	2	3	0	1	1	2
ENSG00000129195	7	7	12	4	6	6
ENSG00000129197	11	19	13	8	9	10
ENSG00000129204	0	0	0	0	0	1
ENSG00000129214	0	0	1	2	2	0
ENSG00000129219	11	13	17	13	5	3
ENSG00000129221	0	0	0	0	0	0
ENSG00000129226	39	149	100	113	55	13
ENSG00000129235	6	6	3	7	3	4
ENSG00000129244	0	0	0	4	3	2
ENSG00000129245	3	3	2	0	3	1
ENSG00000129250	3	5	9	0	4	12
ENSG00000129255	7	5	6	4	7	4
ENSG00000129292	49	69	65	34	52	49
ENSG00000129295	1	3	2	1	1	2
ENSG00000129315	0	2	2	0	1	4
ENSG00000129317	18	18	17	5	15	6
ENSG00000129347	7	1	1	2	2	6
ENSG00000129351	296	395	382	139	186	201
ENSG00000129353	98	151	156	10	99	111
ENSG00000129354	0	0	0	0	0	1
ENSG00000129355	2	2	3	4	4	7
ENSG00000129422	19	20	28	11	13	15
ENSG00000129437	0	0	0	0	0	0
ENSG00000129450	0	0	2	0	0	0
ENSG00000129451	0	1	3	0	1	1
ENSG00000129455	0	0	0	0	0	0
ENSG00000129460	0	37	41	13	18	20
ENSG00000129465	5	2	1	2	6	2
ENSG00000129467	8	6	10	5	3	10
ENSG00000129472	0	0	0	2	1	0
ENSG00000129473	18	14	16	6	16	16
ENSG00000129474	9	16	16	9	18	12
ENSG00000129480	0	1	1	0	2	0
ENSG00000129484	37	63	67	25	29	35
ENSG00000129493	31	17	50	23	38	26
ENSG00000129514	0	0	0	0	0	0
ENSG00000129515	17	41	31	12	30	25
ENSG00000129518	7	13	12	6	8	6
ENSG00000129521	0	0	1	0	0	0
ENSG00000129534	4	8	14	4	10	6
ENSG00000129535	0	0	1	0	0	0
ENSG00000129538	0	0	0	1	0	0
ENSG00000129559	14	19	22	16	15	30
ENSG00000129562	2	6	9	2	4	12
ENSG00000129566	36	61	50	23	37	48
ENSG00000129595	2	4	7	2	6	6
ENSG00000129625	12	19	7	6	12	9
ENSG00000129636	26	36	17	22	25	9
ENSG00000129646	5	12	5	6	10	9
ENSG00000129657	65	132	99	26	67	72
ENSG00000129667	34	45	49	20	19	21
ENSG00000129673	0	0	0	2	0	1
ENSG00000129675	15	6	9	0	5	2
ENSG00000129680	27	73	48	22	39	24
ENSG00000129682	2	2	3	1	4	2
ENSG00000129691	15	35	23	15	27	29
ENSG00000129696	25	41	40	19	23	24
ENSG00000129749	0	0	0	0	1	0
ENSG00000129810	4	13	3	3	7	14
ENSG00000129824	9	12	7	33	5	47
ENSG00000129864	0	0	0	0	0	0
ENSG00000129873	0	0	0	0	0	0
ENSG00000129911	14	20	16	4	16	8
ENSG00000129925	45	49	50	47	76	50
ENSG00000129933	2	5	0	0	2	3
ENSG00000129946	7	6	8	6	10	12
ENSG00000129951	3	3	2	2	7	3
ENSG00000129965	0	0	0	0	0	0
ENSG00000129968	46	40	45	38	72	72
ENSG00000129990	0	0	0	0	0	0
ENSG00000129991	0	0	0	0	0	0
ENSG00000129993	2	1	0	0	0	0
ENSG00000130005	7	9	6	5	10	4
ENSG00000130021	11	11	14	5	10	4
ENSG00000130023	3	8	7	3	2	5
ENSG00000130024	28	7	45	17	29	40
ENSG00000130032	4	3	5	1	0	4
ENSG00000130035	0	2	2	0	0	4
ENSG00000130038	0	1	1	1	1	1
ENSG00000130045	1	0	0	1	1	0
ENSG00000130052	33	33	38	11	20	19
ENSG00000130054	2	1	1	1	0	0
ENSG00000130055	0	0	1	0	1	0
ENSG00000130066	46	80	96	34	57	51
ENSG00000130119	5	11	8	8	11	15
ENSG00000130147	71	93	77	24	45	48
ENSG00000130150	16	19	12	8	7	5
ENSG00000130158	29	26	18	19	34	25
ENSG00000130159	36	28	28	24	26	22
ENSG00000130164	154	184	222	64	96	84
ENSG00000130165	26	27	22	13	23	21
ENSG00000130167	0	0	0	0	0	0
ENSG00000130173	0	0	0	0	0	1
ENSG00000130175	253	278	293	155	338	299
ENSG00000130176	25	18	23	16	34	26
ENSG00000130177	53	85	78	51	52	87
ENSG00000130182	1	0	0	0	0	0
ENSG00000130193	0	0	0	0	1	0
ENSG00000130202	95	84	145	44	58	60
ENSG00000130203	29	36	33	27	41	22
ENSG00000130204	79	88	83	45	51	52
ENSG00000130208	3	2	0	0	2	3
ENSG00000130222	0	0	0	0	0	0
ENSG00000130224	11	13	11	11	11	19
ENSG00000130226	1	1	0	0	0	1
ENSG00000130227	8	16	17	3	15	3
ENSG00000130234	0	0	0	0	0	0
ENSG00000130244	3	4	4	4	2	6
ENSG00000130254	5	7	10	4	6	5
ENSG00000130255	88	120	118	73	100	113
ENSG00000130270	5	5	8	1	6	13
ENSG00000130287	0	0	0	0	0	0
ENSG00000130294	1	0	3	1	0	2
ENSG00000130299	8	14	13	8	16	10
ENSG00000130300	0	0	0	0	0	0
ENSG00000130304	5	9	6	2	8	5
ENSG00000130305	23	48	31	26	20	42
ENSG00000130307	0	0	0	1	0	0
ENSG00000130309	14	8	6	5	8	5
ENSG00000130311	21	31	22	14	17	17
ENSG00000130312	13	31	23	9	19	10
ENSG00000130313	6	7	0	5	7	6
ENSG00000130332	4	5	3	2	0	2
ENSG00000130338	3	6	1	2	12	19
ENSG00000130340	0	0	0	1	0	0
ENSG00000130347	0	3	0	1	1	0
ENSG00000130348	19	15	24	8	11	17
ENSG00000130349	3	9	4	3	5	6
